free,ing,not_ing,recipeID,title,ingredients,directions,rel
something with chicken,"ramen, yogurt, Kool-Aid, eggs, peanut butter",gravel,1334883,Blackeye Beans With Rice & Herb Salad,['200g Black eye beans ( kidney beans ); 225g cooked wild rice; 225cooked long grain rice; 1 x large diced tomato; 1 x diced capsicum; 100g corn; 1.5 tspn x fresh chopped thyme;2 x tspn white wine viniger; 3 x tspn ex virg olive oil; salt & blk pepper to tase.'],"Black eye beans; Place beans in a bowl & cover with cold water. Soak beans over night. Drain & rinse beans. Place beans in a pot with plenty of fresh water.Boil rapidly for 10 mins. Simmer for 45 /60 mins, 'till beans are tender. Add more water if required to keep beans covered while cooking.Let beans cool. Prepare dressing by whisking together the oregano,thyme,white wine viniger,olive oil,salt & pepper. Set aside. On a platter the 2 rices, tomato,capsicome, & corn. Add black eye beans & dressing. Mix, season with salt, pepper & fresh herbs.",1
something with chicken,"ramen, yogurt, Kool-Aid, eggs, peanut butter",gravel,266701,Chicken Parmesan,"['1 1/2 c. bread crumbs', '8 Tbsp. Parmesan, divided in half', '1/8 tsp. garlic powder', 'paprika', '3 lb. chicken breasts', '1/2 tsp. oregano', '1/8 tsp. pepper', '1 can mushroom soup', '1/2 c. milk']","Mix crumbs, 1/2 Parmesan, garlic, oregano and pepper. Roll chicken in mixture; drizzle with melted margarine. Place in greased dish and bake at 350\u00b0 for 20 minutes. Turn breasts over and bake another 20 minutes. Pour soup mixed with milk over top. Sprinkle with remaining half of Parmesan and paprika. Bake 20 minutes more or until done.",3
something with chicken,"ramen, yogurt, Kool-Aid, eggs, peanut butter",gravel,1932700,Kool-Aide Lipgloss,"['1 tablespoon vegetable shortening', '1 teaspoon honey', '3 tablespoons Kool-Aid, mix', '14 teaspoon hot water']","Mix one tablespoon of solid vegetable shortening with one teaspoon of honey. In a different bowl mix the Kool-Aid with 1/4 teaspoon of hot water until the Kool-Aid is dissolved. The amount of dissolved Kool-Aid left depends on how hot the water is. The more Kool-Aid you can dissolve, the stronger the flavor. Add one drop of the Kool-Aid mixture to the honey/shortening bowl. Stir. Keep adding drops and stirring until you get your desired flavor. Add the body glitter if you wish. Stir it in gently.",3
something with chicken,"ramen, yogurt, Kool-Aid, eggs, peanut butter",gravel,300201,Lois Punch,"['1 small can tangerine juice (frozen)', '1 small can orange juice (frozen)', '8 small c. pre-sweetened Kool-Aid in a can']","Make a gallon of cherry Kool-Aid. Add tangerine juice (frozen), orange juice (frozen) and pre-sweetened Kool-Aid in a gallon size can. Mix it up real good.",3
something with chicken,"ramen, yogurt, Kool-Aid, eggs, peanut butter",gravel,504537,Good 4 U Punch,"['1 pkg. sugar-free Kool-Aid', '1 bottle orange juice', '1 (2 liter) diet 7-Up']",Mix Kool-Aid following package. Pour 3 ounces orange juice and 3 ounces Kool-Aid and a big splash of diet 7-Up. Red Kool-Aid works best.,3
something with chicken,"ramen, yogurt, Kool-Aid, eggs, peanut butter",gravel,841439,Popsicles,"['1 pkg. unsweetened Kool-Aid', '1 c. sugar', '1 small pkg. jello', '1 c. hot water', '5 c. cold water']","Kool-Aid and jello should be same flavor. Dissolve Kool-Aid, jello and sugar in hot water. Add cold water. Makes 2 quarts liquid. Takes about 6 hours to set.",3
something with chicken,"ramen, yogurt, Kool-Aid, eggs, peanut butter",gravel,1401200,Muesli Balls With Figs,"['2 cups oatmeal/blended rolled oats', '6 dry figs', '2 tablespoons tahini paste', '1-2 tablespoons flax seeds', '2-3 tablespoons runny honey/molasses', '2-3 tablespoons milk.almond milk', 'cocoa for coating']","Grind oat flakes, add chopped figs, pulse several times and add rest of the ingredients, at the end pour some milk if the mixture is too stiff Shape with the help of ice cream spoon the oat mixture into (18) balls. Cover them in cocoa powder.\r\nThey can be kept several days in the fridge.",1
something with chicken,"ramen, yogurt, Kool-Aid, eggs, peanut butter",gravel,513959,Special Cheese Cake,"['2 1/2 lb. cream cheese', '1 1/2 c. sugar', '6 eggs', '1 tsp. lemon flavor', '1 tsp. vanilla', '1/2 pt. sour cream', '1 pt. heavy cream']","Cream in bowl together the sugar, cream cheese, sour cream and eggs. Add flavoring. Add heavy cream last. Beat about 3 minutes. Bake at 375\u00b0 or 400\u00b0 for 1 hour.",2
something with chicken,"ramen, yogurt, Kool-Aid, eggs, peanut butter",gravel,464528,Cherry Punch,"['2 pkg. cherry Kool-Aid', '1 (46 oz.) can pineapple juice']",Make up 1 package of Kool-Aid and freeze in cubes. Make up 1 package as to drink. Chill Kool-Aid and pineapple juice.,3
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",55748,Chicken Spaghetti,"['1 1/2 lb. ground chicken', '1 (12 oz.) can tomato paste', ""1 can Hunt's Italian sauce"", '1 can stewed tomatoes', '1 lb. spaghetti, cooked and drained', '1 tsp. Italian seasoning', '1 1/2 tsp. garlic powder', '1 tsp. salt', '1 tsp. pepper', '1 Tbsp. sugar', '1 tsp. oregano', '1 large onion', '1 bell pepper', '3 c. water']","Brown meat, all your seasonings and onion. Add tomato paste, sauce, tomatoes and water. Add bell pepper. Cook 30 minutes.",3
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",166592,Shepherd'S Pie,"['ground beef', 'mashed potatoes', 'sliced cheese', 'seasoning']","Brown ground beef. Pour off grease. Prepare potatoes as you would for meal. Layer the ground beef, potatoes, cheese, ground beef, potatoes and cheese. Bake at 350\u00b0 until it melts.",4
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",769097,Meat And Potato Casserole,"['1 lb. ground beef', '4 medium potatoes', '2 cans Ro-Tel tomatoes', '8 oz. grated cheese', '1 chopped onion', '1/4 c. chopped bell pepper']",Brown ground beef with onions and\tpeppers; drain. Layer sliced potatoes in ungreased casserole dish. Top with ground beef mixture. Mash Ro-Tel tomatoes with juice and pour over casserole.\tBake at 350\u00b0 for 45 minutes or until potatoes are tender. Top with\tcheese; place\tin oven until cheese melts.,5
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",1131407,Hamburger Hash Brown Recipe,"['1 lb lean ground beef', '1 cup chopped onion', '1 (14 1/2 ounce) can diced fire-roasted tomatoes', '2 teaspoons Worcestershire sauce', '1 1/2 cups corn kernels', '16 ounces frozen hash browns or 16 ounces to 4 cups diced or sliced raw potatoes', '1/4 cup flour', '1 green bell pepper, chopped', '4 tablespoons margarine, melted', '2 cups shredded cheddar cheese']","Combine beef, onion, tomatoes, Worcestershire sauce, and salt. In a separate bowl, combine corn, potatoes, flour, and chopped green bell pepper. Add the melted margarine. Spray 13 X 9 X 2 inch pan with non stick spray. Pat the beef mixture into baking pan; top with the corn and potato mixture. Bake uncovered at 375\u00b0F for 45 minutes; sprinkle with the cheese and bake ground beef casserole 15 to 20 minutes longer, until potatoes seem done. I usually drain the casserole of the fat two times during cooking, once at about 20 minutes and again before I add the cheese (if your using beef, turkey doesn't usually make much fat).",5
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",1421187,Cherry Almond Roll,"['Dough:', '2 to 2 1/2 cups all-purpose flour', '1/4 cup sugar', ""1 envelope Fleischmann's(R) RapidRise Yeast"", '1/2 teaspoon salt', '1/2 cup sour cream', '1/4 cup water', '1/4 cup butter or margarine', '1 egg', 'Filling:', '1 can (12 1/2 ounces) almond filling', '1 jar (10 ounces) maraschino cherries, well drained and chopped (reserve syrup)', 'Cherry Glaze:', '1 cup powdered sugar, sifted', '2 to 3 tablespoons reserved cherry syrup', '1/2 teaspoon almond extract', '1/2 cup sliced almonds, toasted']","Combine 3/4 cup flour, sugar, undissolved yeast and salt in a large mixing bowl. Heat sour cream, water and butter until very warm (120\u00b0 to 130\u00b0F). Gradually add to flour mixture. Beat 2 minutes at medium speed of electric mixer, scraping bowl occasionally. Add egg and 1 cup flour; beat 2 minutes at medium speed. Stir in enough remaining flour to make a stiff batter. Cover; let rest 10 minutes. Transfer dough to lightly floured surface. Roll to a 15- x 10-inch rectangle. Spread with almond filling; sprinkle with the cherries. Beginning from long end, roll up tightly as for jelly roll. Pinch seam and end to seal. Place roll on greased baking sheet. Cover; let rise in warm draft-free place until doubled in size, about 1 hour. With sharp knife, make 6 X-shaped cuts across top of loaf. Bake at 375\u00b0F for 20 minutes or until done. Remove from sheet; cool on wire rack. Drizzle with Cherry Glaze while warm. Sprinkle with almonds. To make Cherry Glaze, combine powdered sugar, cherry syrup and almond extract in a small bowl. Stir until smooth.",1
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",1810484,Upside-Down Fettuccine Bake,"['1 lb bulk Italian sausage (hot or sweet)', '14 cup chopped onion', '1 (16 ounce) canned diced tomatoes, drained', 'salt and pepper', '1 teaspoon dried oregano leaves or 1 teaspoon dried Italian herb seasoning, crushed', '1 cup shredded mozzarella cheese', '12 cup grated parmesan cheese, divided', '0.5 (1 lb) package fettuccine, cooked', '3 eggs, slightly beaten', '2 tablespoons butter', '2 tablespoons chopped fresh parsley or 2 teaspoons dried parsley', '14 teaspoon garlic powder', 'additional parmesan cheese']","Preheat oven to 350 degrees. While oven heats, brown sausage in a 10-inch oven-proof skillet, crumbling sausage as it cooks; drain and discard fat. Add onion to skillet; cook until tender. Stir in tomatoes salt, pepper and oregano; bring to a boil. Simmer 20-25 minutes, stirring occasionally. Stir in mozzarella cheese. Sprinkle 1/4 cup Parmesan cheese over meat mixture; don't mix. Meanwhile, cook fettuccine according to package directions; drain. Combine remaining 1/4 cup Parmesan cheese, eggs, margarine, parsley and garlic powder. Toss hot noodles with egg mixture. Spread noodle mixture over meat mixture in skillet. Transfer to preheated oven; bake 25 minutes. Invert skillet onto serving platter; lift off skillet. Sprinkle top with additional parmesan cheese. Cut into wedges and serve.",3
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",1140121,Beef And Potato Chili,"['2 tablespoons olive oil', '1 teaspoon garlic clove, minced', '1/2 teaspoon red pepper flakes', '6 very small red salad potatoes, diced small', '1 small yellow onion, diced small', '1 yellow bell peppers or 1 orange bell pepper, diced small', '1 teaspoon chili powder', '1 lb extra lean ground beef', '2 large tomatoes, chopped coarsely']","Heat olive oil, garlic, and pepper flakes over medium-high heat. Add potatoes, bell pepper, and onion. Sprinkle chili powder over vegetables. Cook until potatoes are almost soft and starting to turn translucent (about 12 minutes). Add ground beef. Using the leanest ground beef will mean that you can cook everything together because you won't have to drain the beef. It saves time and tastes richer. Chop up the beef as it's cooking so that it is crumbly. Cook until it is mostly brown. You may want to add more chili powder at this point. Add tomatoes and turn down heat slightly. Allow them to become soft. I like to gently mash them with a potato masher at this point. Let the whole mixture simmer for about 10 minutes. Serve with corn bread. I like to get the corn bread (which takes 20 minutes) in the over right before I add the ground beef. Everything is done at about the same time.",5
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",853718,Mexican Mush,"['1 can Ro-Tel tomatoes', '1 regular size can taco sauce', '3 cans pinto beans (regular size)', '1 1/2 lb. ground beef', '1 regular size bottle Italian dressing', '1 head lettuce, cut into bite size pieces', '2 tomatoes, cut into pieces', '2 stalks celery, chopped', '1 onion, chopped', '1 lb. Cheddar cheese', '1 large pkg. Doritos chips']","Cook together Ro-Tel tomatoes, taco sauce, pinto beans and ground beef. (I cook this in my crock-pot all day).",4
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",290189,Ms. Toole'S Spaghetti,"['1 jar Ragu sauce', '1 can Ro-Tel tomatoes', '1 can sliced white potatoes', '1 can sliced carrots', '1 tsp. cayenne pepper', '1 lb. ground beef']","Brown ground beef; drain off fat. Add Ragu sauce, tomatoes, potatoes, carrots and cayenne pepper. Simmer for 15 to 20 minutes. Serve over noodles. Enjoy!",5
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",346145,German Beef Cakes,"['4 c. or so mashed potatoes (enough for 4 servings)', '1/4 c. chopped green onions (with tops)', '2 c. ground beef, cooked and drained', '1 egg, slightly beaten', '2 Tbsp. flour', '1/2 tsp. garlic salt', '1/8 tsp. pepper', '2 to 3 Tbsp. butter']","Prepare mashed potatoes (I used leftovers). Stir in onions, ground beef, egg, garlic salt and pepper. Shape into 8 patties. Coat with flour.",4
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",1076161,Tijuana Hash,"['1 lb ground beef', '1 onion, minced', '2 -3 garlic, minced', '1 teaspoon chili powder', '1 teaspoon salt', '1/2 teaspoon pepper', '1 (8 ounce) can tomato sauce', '1 cup of shredded cheddar cheese', '2 tomatoes, sliced', '5 -6 potatoes, shredded']","Brown ground beef with onion and garlic . cook for 10 minutes. drain grease. add chili powder, salt ,pepper, and tomato sauce. cook for 15 minutes. shredded potatoes and cook in oil ( i use grill to brown them but u can fry them if u wish)when u are done browning add to a grease casserole potatoes first then ground beef mixture then cheese and tomatoes on top ( make sure u slice tomatoes) you should have 6 or 8 slices of tomatoes. bake in oven at 350 degrees for 25 minutes. enjoy!",5
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",148583,Hamburger Potato Pie,"['1 lb. ground beef', '1 medium onion', '1 c. cooked peas', '2 c. tomatoes', '1/2 c. catsup', '2 Tbsp. butter', '1/2 tsp. salt', '1/2 tsp. pepper', '5 potatoes, cooked and mashed', '1 egg']","Brown the chopped onion in butter. Remove onion and brown ground beef with salt and pepper. Place ground beef and onions, peas, tomatoes and catsup in a casserole to combine. Mash potatoes, beat in 1 egg and spoon potatoes on top of other mixture. Brown in 375\u00b0 oven until peaks are golden.",5
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",808793,Sally Struthers' Shrimp Scampi,"['1 1/2 sticks butter', '1 Tbsp. olive oil', '6 Tbsp. chopped fresh parsley', 'salt', 'pepper', '4 large cloves garlic, chopped fine', '3 Tbsp. fresh lemon juice', '1 lb. large fresh shrimp, cleaned and deveined']","Heat butter over low heat. Add olive oil, parsley, garlic and lemon juice. Add salt and pepper to taste. Cook for about 3 minutes, then remove from heat. Add shrimp to mixture; let stand about 30 minutes. Remove shrimp from butter and place in shallow pan. Broil approximately 5 minutes and turn. Pour remaining sauce over shrimp; broil another 5 minutes. Serve with toothpicks as a snack or appetizer.",2
I want a thanksgiving side,"ground beef, tomatoes, potatoes","milk, eggs",1370693,Chanax,"['3 potatoes medium size', '3 eggplants medium size', '5 tomatoes medium size', '3 onions medium size', '5 crushed cloves of garlic', '2 bell peppers medium size', 'salt/pepper teaspoons accordin your taste', 'bunch handfuls parsley, tarragon, cilantro, oregano, thyme.', '1 tablespoon corrienda grinded', '2 pounds beef ground or cubed']","Season beef ground or cubed with salt/pepper, garlic, corrienda , set aside. Slice the tomatoes, potatoes, eggplants, onions, bell peppers into round thin shapes. Cut up the herbs. The fun part is to build all these ingredients together. I would recommend clay pot containers and also Le Creuset Mini Cocotte. Rub butter and olive oil the containers first layer would be potatoes, next eggplants, seasoned beef, onions, tomatoes, herbs pressed down lightly, sprinkle the top with little salt.\r\nCover with lead or tinfoil and place into preheated oven 350 degrees Fahrenheit.\r\nCook about one hour.",5
